"freq
References : ['S(1,1)','S(2,2)','S(2,1)']
Dependency : [freq]
Num. Points : [901]
Matrix Size : scalar
Type : Real","S(1,1)
References : []
Dependency : [freq]
Num. Points : [901]
Matrix Size : scalar
Type : Complex
Complex Format : Mag/Deg","S(2,2)
References : []
Dependency : [freq]
Num. Points : [901]
Matrix Size : scalar
Type : Complex
Complex Format : Mag/Deg","S(2,1)
References : []
Dependency : [freq]
Num. Points : [901]
Matrix Size : scalar
Type : Complex
Complex Format : Mag/Deg"
11.80 MHz,0.834 / -62.815 ,0.819 / 28.966 ,0.487 / 70.073 
11.81 MHz,0.832 / -63.017 ,0.817 / 28.648 ,0.489 / 69.794 
11.82 MHz,0.830 / -63.220 ,0.816 / 28.328 ,0.492 / 69.512 
11.83 MHz,0.829 / -63.425 ,0.814 / 28.008 ,0.494 / 69.230 
11.84 MHz,0.827 / -63.631 ,0.812 / 27.686 ,0.496 / 68.946 
11.85 MHz,0.825 / -63.839 ,0.811 / 27.364 ,0.499 / 68.661 
11.86 MHz,0.823 / -64.048 ,0.809 / 27.041 ,0.501 / 68.374 
11.87 MHz,0.821 / -64.258 ,0.807 / 26.716 ,0.504 / 68.086 
11.88 MHz,0.819 / -64.470 ,0.806 / 26.391 ,0.506 / 67.796 
11.89 MHz,0.817 / -64.682 ,0.804 / 26.065 ,0.509 / 67.505 
11.90 MHz,0.815 / -64.897 ,0.802 / 25.738 ,0.511 / 67.213 
11.91 MHz,0.813 / -65.113 ,0.800 / 25.410 ,0.514 / 66.919 
11.92 MHz,0.811 / -65.330 ,0.799 / 25.082 ,0.516 / 66.624 
11.93 MHz,0.809 / -65.548 ,0.797 / 24.752 ,0.519 / 66.328 
11.94 MHz,0.807 / -65.768 ,0.795 / 24.421 ,0.521 / 66.029 
11.95 MHz,0.805 / -65.990 ,0.793 / 24.090 ,0.524 / 65.730 
11.96 MHz,0.803 / -66.213 ,0.791 / 23.758 ,0.527 / 65.429 
11.97 MHz,0.801 / -66.437 ,0.789 / 23.424 ,0.529 / 65.126 
11.98 MHz,0.799 / -66.663 ,0.787 / 23.090 ,0.532 / 64.822 
11.99 MHz,0.797 / -66.890 ,0.785 / 22.755 ,0.534 / 64.517 
12.00 MHz,0.794 / -67.119 ,0.783 / 22.419 ,0.537 / 64.209 
12.01 MHz,0.792 / -67.350 ,0.781 / 22.082 ,0.540 / 63.901 
12.02 MHz,0.790 / -67.582 ,0.779 / 21.744 ,0.542 / 63.591 
12.03 MHz,0.788 / -67.815 ,0.777 / 21.405 ,0.545 / 63.279 
12.04 MHz,0.785 / -68.050 ,0.775 / 21.066 ,0.548 / 62.966 
12.05 MHz,0.783 / -68.287 ,0.773 / 20.725 ,0.550 / 62.651 
12.06 MHz,0.780 / -68.525 ,0.771 / 20.384 ,0.553 / 62.334 
12.07 MHz,0.778 / -68.765 ,0.769 / 20.041 ,0.556 / 62.016 
12.08 MHz,0.776 / -69.006 ,0.767 / 19.698 ,0.558 / 61.696 
12.09 MHz,0.773 / -69.249 ,0.764 / 19.354 ,0.561 / 61.375 
12.10 MHz,0.771 / -69.494 ,0.762 / 19.009 ,0.564 / 61.052 
12.11 MHz,0.768 / -69.740 ,0.760 / 18.664 ,0.567 / 60.728 
12.12 MHz,0.766 / -69.988 ,0.758 / 18.317 ,0.569 / 60.401 
12.13 MHz,0.763 / -70.237 ,0.755 / 17.970 ,0.572 / 60.073 
12.14 MHz,0.760 / -70.489 ,0.753 / 17.621 ,0.575 / 59.744 
12.15 MHz,0.758 / -70.741 ,0.751 / 17.272 ,0.578 / 59.413 
12.16 MHz,0.755 / -70.996 ,0.748 / 16.923 ,0.581 / 59.080 
12.17 MHz,0.752 / -71.252 ,0.746 / 16.572 ,0.583 / 58.745 
12.18 MHz,0.750 / -71.510 ,0.743 / 16.220 ,0.586 / 58.409 
12.19 MHz,0.747 / -71.770 ,0.741 / 15.868 ,0.589 / 58.070 
12.20 MHz,0.744 / -72.032 ,0.738 / 15.515 ,0.592 / 57.731 
12.21 MHz,0.741 / -72.295 ,0.736 / 15.161 ,0.595 / 57.389 
12.22 MHz,0.738 / -72.560 ,0.733 / 14.807 ,0.598 / 57.046 
12.23 MHz,0.735 / -72.827 ,0.731 / 14.451 ,0.600 / 56.701 
12.24 MHz,0.733 / -73.095 ,0.728 / 14.095 ,0.603 / 56.354 
12.25 MHz,0.730 / -73.366 ,0.725 / 13.739 ,0.606 / 56.005 
12.26 MHz,0.727 / -73.638 ,0.723 / 13.381 ,0.609 / 55.655 
12.27 MHz,0.723 / -73.912 ,0.720 / 13.023 ,0.612 / 55.302 
12.28 MHz,0.720 / -74.188 ,0.717 / 12.665 ,0.615 / 54.948 
12.29 MHz,0.717 / -74.466 ,0.714 / 12.305 ,0.618 / 54.593 
12.30 MHz,0.714 / -74.745 ,0.712 / 11.945 ,0.621 / 54.235 
12.31 MHz,0.711 / -75.027 ,0.709 / 11.585 ,0.624 / 53.875 
12.32 MHz,0.708 / -75.310 ,0.706 / 11.223 ,0.627 / 53.514 
12.33 MHz,0.704 / -75.595 ,0.703 / 10.862 ,0.629 / 53.151 
12.34 MHz,0.701 / -75.882 ,0.700 / 10.500 ,0.632 / 52.786 
12.35 MHz,0.698 / -76.171 ,0.697 / 10.137 ,0.635 / 52.419 
12.36 MHz,0.694 / -76.462 ,0.694 / 9.774 ,0.638 / 52.050 
12.37 MHz,0.691 / -76.755 ,0.691 / 9.410 ,0.641 / 51.679 
12.38 MHz,0.688 / -77.050 ,0.688 / 9.046 ,0.644 / 51.307 
12.39 MHz,0.684 / -77.347 ,0.685 / 8.681 ,0.647 / 50.932 
12.40 MHz,0.681 / -77.645 ,0.682 / 8.316 ,0.650 / 50.556 
12.41 MHz,0.677 / -77.946 ,0.678 / 7.951 ,0.653 / 50.177 
12.42 MHz,0.673 / -78.249 ,0.675 / 7.586 ,0.656 / 49.797 
12.43 MHz,0.670 / -78.554 ,0.672 / 7.220 ,0.659 / 49.415 
12.44 MHz,0.666 / -78.860 ,0.669 / 6.854 ,0.662 / 49.031 
12.45 MHz,0.662 / -79.169 ,0.665 / 6.488 ,0.665 / 48.645 
12.46 MHz,0.658 / -79.480 ,0.662 / 6.122 ,0.668 / 48.257 
12.47 MHz,0.655 / -79.793 ,0.658 / 5.755 ,0.671 / 47.867 
12.48 MHz,0.651 / -80.107 ,0.655 / 5.389 ,0.674 / 47.475 
12.49 MHz,0.647 / -80.424 ,0.652 / 5.022 ,0.677 / 47.081 
12.50 MHz,0.643 / -80.743 ,0.648 / 4.656 ,0.680 / 46.685 
12.51 MHz,0.639 / -81.064 ,0.644 / 4.289 ,0.683 / 46.287 
12.52 MHz,0.635 / -81.387 ,0.641 / 3.923 ,0.686 / 45.888 
12.53 MHz,0.631 / -81.712 ,0.637 / 3.557 ,0.689 / 45.486 
12.54 MHz,0.627 / -82.040 ,0.634 / 3.191 ,0.692 / 45.082 
12.55 MHz,0.623 / -82.369 ,0.630 / 2.825 ,0.695 / 44.677 
12.56 MHz,0.618 / -82.700 ,0.626 / 2.460 ,0.698 / 44.269 
12.57 MHz,0.614 / -83.034 ,0.622 / 2.096 ,0.701 / 43.859 
12.58 MHz,0.610 / -83.370 ,0.618 / 1.731 ,0.704 / 43.448 
12.59 MHz,0.605 / -83.708 ,0.615 / 1.368 ,0.707 / 43.034 
12.60 MHz,0.601 / -84.048 ,0.611 / 1.005 ,0.710 / 42.618 
12.61 MHz,0.597 / -84.390 ,0.607 / 0.642 ,0.713 / 42.201 
12.62 MHz,0.592 / -84.734 ,0.603 / 0.281 ,0.716 / 41.781 
12.63 MHz,0.588 / -85.080 ,0.599 / -0.080 ,0.719 / 41.360 
12.64 MHz,0.583 / -85.429 ,0.595 / -0.439 ,0.722 / 40.936 
12.65 MHz,0.578 / -85.780 ,0.591 / -0.798 ,0.725 / 40.511 
12.66 MHz,0.574 / -86.133 ,0.586 / -1.156 ,0.728 / 40.083 
12.67 MHz,0.569 / -86.488 ,0.582 / -1.512 ,0.731 / 39.653 
12.68 MHz,0.564 / -86.845 ,0.578 / -1.867 ,0.734 / 39.222 
12.69 MHz,0.559 / -87.205 ,0.574 / -2.220 ,0.737 / 38.788 
12.70 MHz,0.555 / -87.566 ,0.569 / -2.572 ,0.740 / 38.353 
12.71 MHz,0.550 / -87.930 ,0.565 / -2.922 ,0.743 / 37.916 
12.72 MHz,0.545 / -88.296 ,0.561 / -3.270 ,0.746 / 37.476 
12.73 MHz,0.540 / -88.665 ,0.556 / -3.617 ,0.749 / 37.035 
12.74 MHz,0.535 / -89.035 ,0.552 / -3.961 ,0.752 / 36.592 
12.75 MHz,0.530 / -89.408 ,0.547 / -4.303 ,0.755 / 36.147 
12.76 MHz,0.524 / -89.783 ,0.543 / -4.643 ,0.758 / 35.699 
12.77 MHz,0.519 / -90.160 ,0.538 / -4.980 ,0.761 / 35.250 
12.78 MHz,0.514 / -90.540 ,0.534 / -5.315 ,0.763 / 34.799 
12.79 MHz,0.509 / -90.921 ,0.529 / -5.646 ,0.766 / 34.347 
12.80 MHz,0.503 / -91.305 ,0.524 / -5.975 ,0.769 / 33.892 
12.81 MHz,0.498 / -91.692 ,0.520 / -6.301 ,0.772 / 33.435 
12.82 MHz,0.493 / -92.080 ,0.515 / -6.623 ,0.775 / 32.977 
12.83 MHz,0.487 / -92.471 ,0.510 / -6.941 ,0.777 / 32.516 
12.84 MHz,0.481 / -92.864 ,0.505 / -7.256 ,0.780 / 32.054 
12.85 MHz,0.476 / -93.259 ,0.500 / -7.567 ,0.783 / 31.590 
12.86 MHz,0.470 / -93.657 ,0.495 / -7.874 ,0.786 / 31.124 
12.87 MHz,0.465 / -94.057 ,0.490 / -8.176 ,0.788 / 30.656 
12.88 MHz,0.459 / -94.459 ,0.486 / -8.474 ,0.791 / 30.187 
12.89 MHz,0.453 / -94.863 ,0.481 / -8.766 ,0.794 / 29.715 
12.90 MHz,0.447 / -95.270 ,0.475 / -9.053 ,0.796 / 29.242 
12.91 MHz,0.442 / -95.679 ,0.470 / -9.335 ,0.799 / 28.768 
12.92 MHz,0.436 / -96.091 ,0.465 / -9.611 ,0.802 / 28.291 
12.93 MHz,0.430 / -96.505 ,0.460 / -9.881 ,0.804 / 27.813 
12.94 MHz,0.424 / -96.921 ,0.455 / -10.145 ,0.807 / 27.333 
12.95 MHz,0.418 / -97.339 ,0.450 / -10.401 ,0.809 / 26.852 
12.96 MHz,0.412 / -97.760 ,0.445 / -10.651 ,0.812 / 26.368 
12.97 MHz,0.405 / -98.184 ,0.439 / -10.893 ,0.814 / 25.884 
12.98 MHz,0.399 / -98.610 ,0.434 / -11.127 ,0.817 / 25.397 
12.99 MHz,0.393 / -99.038 ,0.429 / -11.353 ,0.819 / 24.909 
13.00 MHz,0.387 / -99.469 ,0.423 / -11.570 ,0.822 / 24.420 
13.01 MHz,0.381 / -99.902 ,0.418 / -11.778 ,0.824 / 23.929 
13.02 MHz,0.374 / -100.338 ,0.413 / -11.976 ,0.826 / 23.436 
13.03 MHz,0.368 / -100.777 ,0.407 / -12.164 ,0.829 / 22.942 
13.04 MHz,0.361 / -101.218 ,0.402 / -12.341 ,0.831 / 22.447 
13.05 MHz,0.355 / -101.662 ,0.396 / -12.507 ,0.833 / 21.950 
13.06 MHz,0.348 / -102.108 ,0.391 / -12.661 ,0.835 / 21.452 
13.07 MHz,0.342 / -102.557 ,0.386 / -12.802 ,0.838 / 20.952 
13.08 MHz,0.335 / -103.010 ,0.380 / -12.931 ,0.840 / 20.451 
13.09 MHz,0.329 / -103.465 ,0.375 / -13.045 ,0.842 / 19.949 
13.10 MHz,0.322 / -103.923 ,0.369 / -13.145 ,0.844 / 19.445 
13.11 MHz,0.315 / -104.384 ,0.364 / -13.230 ,0.846 / 18.941 
13.12 MHz,0.309 / -104.848 ,0.358 / -13.299 ,0.848 / 18.435 
13.13 MHz,0.302 / -105.316 ,0.353 / -13.351 ,0.850 / 17.927 
13.14 MHz,0.295 / -105.787 ,0.347 / -13.385 ,0.852 / 17.419 
13.15 MHz,0.288 / -106.262 ,0.342 / -13.400 ,0.854 / 16.910 
13.16 MHz,0.282 / -106.740 ,0.336 / -13.395 ,0.856 / 16.399 
13.17 MHz,0.275 / -107.222 ,0.331 / -13.370 ,0.857 / 15.888 
13.18 MHz,0.268 / -107.709 ,0.325 / -13.323 ,0.859 / 15.376 
13.19 MHz,0.261 / -108.199 ,0.320 / -13.254 ,0.861 / 14.862 
13.20 MHz,0.254 / -108.694 ,0.314 / -13.160 ,0.863 / 14.348 
13.21 MHz,0.247 / -109.194 ,0.309 / -13.040 ,0.864 / 13.833 
13.22 MHz,0.240 / -109.700 ,0.303 / -12.895 ,0.866 / 13.316 
13.23 MHz,0.233 / -110.210 ,0.298 / -12.721 ,0.867 / 12.800 
13.24 MHz,0.226 / -110.727 ,0.293 / -12.517 ,0.869 / 12.282 
13.25 MHz,0.219 / -111.250 ,0.287 / -12.283 ,0.870 / 11.764 
13.26 MHz,0.211 / -111.781 ,0.282 / -12.017 ,0.872 / 11.245 
13.27 MHz,0.204 / -112.318 ,0.277 / -11.716 ,0.873 / 10.725 
13.28 MHz,0.197 / -112.865 ,0.272 / -11.380 ,0.875 / 10.205 
13.29 MHz,0.190 / -113.420 ,0.267 / -11.006 ,0.876 / 9.684 
13.30 MHz,0.183 / -113.986 ,0.262 / -10.593 ,0.877 / 9.162 
13.31 MHz,0.175 / -114.563 ,0.257 / -10.139 ,0.878 / 8.640 
13.32 MHz,0.168 / -115.153 ,0.252 / -9.643 ,0.880 / 8.118 
13.33 MHz,0.161 / -115.757 ,0.247 / -9.102 ,0.881 / 7.595 
13.34 MHz,0.154 / -116.378 ,0.242 / -8.514 ,0.882 / 7.072 
13.35 MHz,0.146 / -117.017 ,0.237 / -7.878 ,0.883 / 6.549 
13.36 MHz,0.139 / -117.679 ,0.233 / -7.192 ,0.884 / 6.025 
13.37 MHz,0.132 / -118.365 ,0.228 / -6.454 ,0.885 / 5.501 
13.38 MHz,0.125 / -119.081 ,0.224 / -5.663 ,0.886 / 4.977 
13.39 MHz,0.117 / -119.832 ,0.220 / -4.817 ,0.886 / 4.453 
13.40 MHz,0.110 / -120.625 ,0.216 / -3.915 ,0.887 / 3.929 
13.41 MHz,0.103 / -121.468 ,0.212 / -2.955 ,0.888 / 3.405 
13.42 MHz,0.095 / -122.374 ,0.208 / -1.937 ,0.889 / 2.880 
13.43 MHz,0.088 / -123.358 ,0.205 / -0.861 ,0.889 / 2.356 
13.44 MHz,0.081 / -124.441 ,0.201 / 0.275 ,0.890 / 1.832 
13.45 MHz,0.073 / -125.652 ,0.198 / 1.469 ,0.890 / 1.308 
13.46 MHz,0.066 / -127.033 ,0.195 / 2.721 ,0.891 / 0.784 
13.47 MHz,0.059 / -128.647 ,0.192 / 4.030 ,0.891 / 0.260 
13.48 MHz,0.052 / -130.590 ,0.189 / 5.393 ,0.892 / -0.263 
13.49 MHz,0.044 / -133.021 ,0.187 / 6.809 ,0.892 / -0.787 
13.50 MHz,0.037 / -136.212 ,0.185 / 8.273 ,0.892 / -1.309 
13.51 MHz,0.030 / -140.679 ,0.183 / 9.783 ,0.892 / -1.832 
13.52 MHz,0.024 / -147.483 ,0.181 / 11.334 ,0.893 / -2.354 
13.53 MHz,0.017 / -159.051 ,0.180 / 12.920 ,0.893 / -2.875 
13.54 MHz,0.013 / 179.179 ,0.179 / 14.536 ,0.893 / -3.396 
13.55 MHz,0.011 / 143.093 ,0.178 / 16.176 ,0.893 / -3.917 
13.56 MHz,0.014 / 110.388 ,0.177 / 17.832 ,0.893 / -4.437 
13.57 MHz,0.019 / 92.228 ,0.177 / 19.499 ,0.893 / -4.956 
13.58 MHz,0.025 / 82.378 ,0.177 / 21.169 ,0.893 / -5.475 
13.59 MHz,0.032 / 76.393 ,0.177 / 22.835 ,0.893 / -5.992 
13.60 MHz,0.039 / 72.363 ,0.177 / 24.489 ,0.892 / -6.510 
13.61 MHz,0.046 / 69.429 ,0.178 / 26.125 ,0.892 / -7.026 
13.62 MHz,0.053 / 67.164 ,0.179 / 27.737 ,0.892 / -7.541 
13.63 MHz,0.060 / 65.334 ,0.180 / 29.319 ,0.891 / -8.056 
13.64 MHz,0.067 / 63.803 ,0.182 / 30.864 ,0.891 / -8.570 
13.65 MHz,0.074 / 62.486 ,0.183 / 32.368 ,0.891 / -9.082 
13.66 MHz,0.081 / 61.327 ,0.185 / 33.827 ,0.890 / -9.594 
13.67 MHz,0.089 / 60.288 ,0.188 / 35.237 ,0.890 / -10.105 
13.68 MHz,0.096 / 59.342 ,0.190 / 36.595 ,0.889 / -10.615 
13.69 MHz,0.103 / 58.470 ,0.193 / 37.899 ,0.888 / -11.123 
13.70 MHz,0.110 / 57.659 ,0.195 / 39.147 ,0.888 / -11.631 
13.71 MHz,0.117 / 56.896 ,0.198 / 40.339 ,0.887 / -12.137 
13.72 MHz,0.124 / 56.174 ,0.201 / 41.472 ,0.886 / -12.642 
13.73 MHz,0.131 / 55.487 ,0.205 / 42.549 ,0.886 / -13.146 
13.74 MHz,0.138 / 54.829 ,0.208 / 43.568 ,0.885 / -13.649 
13.75 MHz,0.145 / 54.197 ,0.212 / 44.530 ,0.884 / -14.150 
13.76 MHz,0.151 / 53.586 ,0.215 / 45.437 ,0.883 / -14.650 
13.77 MHz,0.158 / 52.994 ,0.219 / 46.289 ,0.882 / -15.149 
13.78 MHz,0.165 / 52.419 ,0.223 / 47.087 ,0.881 / -15.646 
13.79 MHz,0.172 / 51.859 ,0.227 / 47.835 ,0.880 / -16.142 
13.80 MHz,0.179 / 51.312 ,0.231 / 48.532 ,0.879 / -16.637 
13.81 MHz,0.185 / 50.778 ,0.235 / 49.181 ,0.878 / -17.130 
13.82 MHz,0.192 / 50.254 ,0.240 / 49.784 ,0.877 / -17.621 
13.83 MHz,0.199 / 49.740 ,0.244 / 50.342 ,0.875 / -18.111 
13.84 MHz,0.205 / 49.235 ,0.248 / 50.857 ,0.874 / -18.600 
13.85 MHz,0.212 / 48.739 ,0.253 / 51.331 ,0.873 / -19.087 
13.86 MHz,0.219 / 48.250 ,0.257 / 51.766 ,0.872 / -19.572 
13.87 MHz,0.225 / 47.769 ,0.262 / 52.164 ,0.870 / -20.056 
13.88 MHz,0.232 / 47.294 ,0.266 / 52.526 ,0.869 / -20.538 
13.89 MHz,0.238 / 46.825 ,0.271 / 52.854 ,0.868 / -21.019 
13.90 MHz,0.244 / 46.363 ,0.276 / 53.149 ,0.866 / -21.498 
13.91 MHz,0.251 / 45.906 ,0.281 / 53.414 ,0.865 / -21.975 
13.92 MHz,0.257 / 45.454 ,0.285 / 53.649 ,0.863 / -22.450 
13.93 MHz,0.264 / 45.007 ,0.290 / 53.856 ,0.862 / -22.924 
13.94 MHz,0.270 / 44.565 ,0.295 / 54.037 ,0.860 / -23.396 
13.95 MHz,0.276 / 44.127 ,0.300 / 54.192 ,0.859 / -23.866 
13.96 MHz,0.282 / 43.694 ,0.304 / 54.324 ,0.857 / -24.335 
13.97 MHz,0.288 / 43.265 ,0.309 / 54.432 ,0.855 / -24.801 
13.98 MHz,0.294 / 42.840 ,0.314 / 54.519 ,0.854 / -25.266 
13.99 MHz,0.300 / 42.419 ,0.319 / 54.586 ,0.852 / -25.729 
14.00 MHz,0.306 / 42.002 ,0.324 / 54.633 ,0.850 / -26.190 
14.01 MHz,0.312 / 41.588 ,0.328 / 54.661 ,0.849 / -26.650 
14.02 MHz,0.318 / 41.178 ,0.333 / 54.672 ,0.847 / -27.107 
14.03 MHz,0.324 / 40.771 ,0.338 / 54.666 ,0.845 / -27.563 
14.04 MHz,0.330 / 40.368 ,0.343 / 54.644 ,0.843 / -28.016 
14.05 MHz,0.336 / 39.968 ,0.348 / 54.607 ,0.842 / -28.468 
14.06 MHz,0.342 / 39.571 ,0.352 / 54.556 ,0.840 / -28.918 
14.07 MHz,0.347 / 39.178 ,0.357 / 54.491 ,0.838 / -29.366 
14.08 MHz,0.353 / 38.787 ,0.362 / 54.413 ,0.836 / -29.812 
14.09 MHz,0.359 / 38.400 ,0.367 / 54.323 ,0.834 / -30.256 
14.10 MHz,0.364 / 38.015 ,0.371 / 54.221 ,0.832 / -30.699 
14.11 MHz,0.370 / 37.634 ,0.376 / 54.108 ,0.830 / -31.139 
14.12 MHz,0.375 / 37.255 ,0.381 / 53.985 ,0.828 / -31.577 
14.13 MHz,0.381 / 36.879 ,0.385 / 53.852 ,0.826 / -32.014 
14.14 MHz,0.386 / 36.506 ,0.390 / 53.709 ,0.824 / -32.448 
14.15 MHz,0.392 / 36.136 ,0.394 / 53.556 ,0.822 / -32.881 
14.16 MHz,0.397 / 35.768 ,0.399 / 53.396 ,0.820 / -33.311 
14.17 MHz,0.402 / 35.403 ,0.404 / 53.227 ,0.818 / -33.740 
14.18 MHz,0.407 / 35.040 ,0.408 / 53.050 ,0.816 / -34.167 
14.19 MHz,0.413 / 34.681 ,0.413 / 52.866 ,0.814 / -34.591 
14.20 MHz,0.418 / 34.324 ,0.417 / 52.675 ,0.812 / -35.014 
14.21 MHz,0.423 / 33.969 ,0.422 / 52.478 ,0.810 / -35.435 
14.22 MHz,0.428 / 33.617 ,0.426 / 52.274 ,0.807 / -35.853 
14.23 MHz,0.433 / 33.267 ,0.430 / 52.064 ,0.805 / -36.270 
14.24 MHz,0.438 / 32.920 ,0.435 / 51.848 ,0.803 / -36.685 
14.25 MHz,0.443 / 32.575 ,0.439 / 51.627 ,0.801 / -37.098 
14.26 MHz,0.448 / 32.233 ,0.443 / 51.400 ,0.799 / -37.509 
14.27 MHz,0.452 / 31.893 ,0.448 / 51.169 ,0.797 / -37.917 
14.28 MHz,0.457 / 31.556 ,0.452 / 50.933 ,0.794 / -38.324 
14.29 MHz,0.462 / 31.221 ,0.456 / 50.693 ,0.792 / -38.729 
14.30 MHz,0.467 / 30.888 ,0.460 / 50.448 ,0.790 / -39.132 
14.31 MHz,0.471 / 30.557 ,0.465 / 50.200 ,0.788 / -39.533 
14.32 MHz,0.476 / 30.229 ,0.469 / 49.947 ,0.786 / -39.932 
14.33 MHz,0.481 / 29.903 ,0.473 / 49.692 ,0.783 / -40.329 
14.34 MHz,0.485 / 29.580 ,0.477 / 49.432 ,0.781 / -40.725 
14.35 MHz,0.490 / 29.258 ,0.481 / 49.170 ,0.779 / -41.118 
14.36 MHz,0.494 / 28.939 ,0.485 / 48.904 ,0.777 / -41.509 
14.37 MHz,0.499 / 28.622 ,0.489 / 48.636 ,0.774 / -41.898 
14.38 MHz,0.503 / 28.308 ,0.493 / 48.365 ,0.772 / -42.286 
14.39 MHz,0.507 / 27.995 ,0.497 / 48.091 ,0.770 / -42.671 
14.40 MHz,0.512 / 27.685 ,0.501 / 47.815 ,0.767 / -43.055 
14.41 MHz,0.516 / 27.376 ,0.504 / 47.536 ,0.765 / -43.437 
14.42 MHz,0.520 / 27.070 ,0.508 / 47.256 ,0.763 / -43.816 
14.43 MHz,0.524 / 26.766 ,0.512 / 46.973 ,0.761 / -44.194 
14.44 MHz,0.528 / 26.464 ,0.516 / 46.688 ,0.758 / -44.570 
14.45 MHz,0.532 / 26.165 ,0.520 / 46.402 ,0.756 / -44.944 
14.46 MHz,0.536 / 25.867 ,0.523 / 46.114 ,0.754 / -45.316 
14.47 MHz,0.540 / 25.571 ,0.527 / 45.824 ,0.751 / -45.687 
14.48 MHz,0.544 / 25.277 ,0.531 / 45.533 ,0.749 / -46.055 
14.49 MHz,0.548 / 24.986 ,0.534 / 45.240 ,0.747 / -46.422 
14.50 MHz,0.552 / 24.696 ,0.538 / 44.946 ,0.745 / -46.787 
14.51 MHz,0.556 / 24.408 ,0.541 / 44.650 ,0.742 / -47.150 
14.52 MHz,0.560 / 24.123 ,0.545 / 44.354 ,0.740 / -47.511 
14.53 MHz,0.564 / 23.839 ,0.548 / 44.056 ,0.738 / -47.870 
14.54 MHz,0.567 / 23.557 ,0.552 / 43.758 ,0.735 / -48.227 
14.55 MHz,0.571 / 23.277 ,0.555 / 43.458 ,0.733 / -48.583 
14.56 MHz,0.575 / 22.999 ,0.559 / 43.158 ,0.731 / -48.937 
14.57 MHz,0.578 / 22.723 ,0.562 / 42.857 ,0.728 / -49.289 
14.58 MHz,0.582 / 22.449 ,0.565 / 42.555 ,0.726 / -49.639 
14.59 MHz,0.586 / 22.177 ,0.568 / 42.252 ,0.724 / -49.988 
14.60 MHz,0.589 / 21.906 ,0.572 / 41.949 ,0.721 / -50.335 
14.61 MHz,0.593 / 21.638 ,0.575 / 41.645 ,0.719 / -50.680 
14.62 MHz,0.596 / 21.371 ,0.578 / 41.341 ,0.717 / -51.023 
14.63 MHz,0.600 / 21.106 ,0.581 / 41.036 ,0.715 / -51.364 
14.64 MHz,0.603 / 20.843 ,0.585 / 40.731 ,0.712 / -51.704 
14.65 MHz,0.606 / 20.582 ,0.588 / 40.426 ,0.710 / -52.042 
14.66 MHz,0.610 / 20.322 ,0.591 / 40.120 ,0.708 / -52.379 
14.67 MHz,0.613 / 20.064 ,0.594 / 39.814 ,0.705 / -52.714 
14.68 MHz,0.616 / 19.808 ,0.597 / 39.508 ,0.703 / -53.047 
14.69 MHz,0.619 / 19.554 ,0.600 / 39.201 ,0.701 / -53.378 
14.70 MHz,0.623 / 19.301 ,0.603 / 38.895 ,0.699 / -53.708 
14.71 MHz,0.626 / 19.050 ,0.606 / 38.588 ,0.696 / -54.036 
14.72 MHz,0.629 / 18.801 ,0.609 / 38.281 ,0.694 / -54.362 
14.73 MHz,0.632 / 18.553 ,0.612 / 37.974 ,0.692 / -54.687 
14.74 MHz,0.635 / 18.308 ,0.615 / 37.667 ,0.689 / -55.010 
14.75 MHz,0.638 / 18.063 ,0.617 / 37.361 ,0.687 / -55.332 
14.76 MHz,0.641 / 17.821 ,0.620 / 37.054 ,0.685 / -55.652 
14.77 MHz,0.644 / 17.580 ,0.623 / 36.747 ,0.683 / -55.970 
14.78 MHz,0.647 / 17.340 ,0.626 / 36.440 ,0.680 / -56.287 
14.79 MHz,0.650 / 17.103 ,0.628 / 36.134 ,0.678 / -56.602 
14.80 MHz,0.653 / 16.867 ,0.631 / 35.828 ,0.676 / -56.916 
14.81 MHz,0.656 / 16.632 ,0.634 / 35.521 ,0.674 / -57.228 
14.82 MHz,0.658 / 16.399 ,0.637 / 35.215 ,0.672 / -57.539 
14.83 MHz,0.661 / 16.168 ,0.639 / 34.910 ,0.669 / -57.848 
14.84 MHz,0.664 / 15.938 ,0.642 / 34.604 ,0.667 / -58.155 
14.85 MHz,0.667 / 15.709 ,0.644 / 34.299 ,0.665 / -58.461 
14.86 MHz,0.670 / 15.482 ,0.647 / 33.994 ,0.663 / -58.766 
14.87 MHz,0.672 / 15.257 ,0.650 / 33.689 ,0.661 / -59.069 
14.88 MHz,0.675 / 15.033 ,0.652 / 33.385 ,0.658 / -59.371 
14.89 MHz,0.677 / 14.811 ,0.655 / 33.081 ,0.656 / -59.671 
14.90 MHz,0.680 / 14.590 ,0.657 / 32.778 ,0.654 / -59.969 
14.91 MHz,0.683 / 14.370 ,0.659 / 32.474 ,0.652 / -60.267 
14.92 MHz,0.685 / 14.152 ,0.662 / 32.171 ,0.650 / -60.563 
14.93 MHz,0.688 / 13.935 ,0.664 / 31.869 ,0.647 / -60.857 
14.94 MHz,0.690 / 13.720 ,0.667 / 31.567 ,0.645 / -61.150 
14.95 MHz,0.693 / 13.506 ,0.669 / 31.265 ,0.643 / -61.441 
14.96 MHz,0.695 / 13.294 ,0.671 / 30.964 ,0.641 / -61.732 
14.97 MHz,0.698 / 13.083 ,0.674 / 30.663 ,0.639 / -62.020 
14.98 MHz,0.700 / 12.873 ,0.676 / 30.363 ,0.637 / -62.308 
