freq	dB(S(2,1))
9.84999999999999964E6	-1.41397635569236613E1
9.85999999999999943E6	-1.41019321968798805E1
9.87000000000000099E6	-1.40640793679150367E1
9.87999999999999901E6	-1.40262049452358539E1
9.89000000000000057E6	-1.39883088040840686E1
9.90000000000000036E6	-1.39503908197423510E1
9.91000000000000014E6	-1.39124508675417236E1
9.91999999999999993E6	-1.38744888228689467E1
9.92999999999999972E6	-1.38365045611736925E1
9.94000000000000128E6	-1.37984979579773559E1
9.94999999999999929E6	-1.37604688888799620E1
9.95999999999999908E6	-1.37224172295687863E1
9.97000000000000064E6	-1.36843428558271096E1
9.98000000000000043E6	-1.36462456435425983E1
9.99000000000000021E6	-1.36081254687168052E1
1.00000000000000000E7	-1.35699822074739074E1
1.00099999999999989E7	-1.35318157360708469E1
1.00200000000000000E7	-1.34936259309064499E1
1.00299999999999989E7	-1.34554126685318343E1
1.00400000000000000E7	-1.34171758256612739E1
1.00500000000000012E7	-1.33789152791819843E1
1.00599999999999978E7	-1.33406309061653161E1
1.00700000000000012E7	-1.33023225838788584E1
1.00800000000000001E7	-1.32639901897966617E1
1.00899999999999990E7	-1.32256336016126097E1
1.01000000000000001E7	-1.31872526972510773E1
1.01099999999999990E7	-1.31488473548802931E1
1.01200000000000001E7	-1.31104174529259332E1
1.01299999999999990E7	-1.30719628700828716E1
1.01400000000000001E7	-1.30334834853302106E1
1.01500000000000012E7	-1.29949791779433088E1
1.01600000000000001E7	-1.29564498275109186E1
1.01699999999999990E7	-1.29178953139468211E1
1.01800000000000002E7	-1.28793155175076612E1
1.01900000000000013E7	-1.28407103188059835E1
1.02000000000000002E7	-1.28020795988281955E1
1.02099999999999991E7	-1.27634232389491320E1
1.02200000000000002E7	-1.27247411209504846E1
1.02300000000000013E7	-1.26860331270362181E1
1.02400000000000002E7	-1.26472991398513801E1
1.02499999999999991E7	-1.26085390424996535E1
1.02600000000000002E7	-1.25697527185621594E1
1.02699999999999991E7	-1.25309400521163306E1
1.02800000000000002E7	-1.24921009277543060E1
1.02900000000000014E7	-1.24532352306049421E1
1.03000000000000003E7	-1.24143428463525241E1
1.03099999999999992E7	-1.23754236612580670E1
1.03200000000000003E7	-1.23364775621822576E1
1.03299999999999992E7	-1.22975044366044273E1
1.03400000000000003E7	-1.22585041726483590E1
1.03499999999999992E7	-1.22194766591036430E1
1.03600000000000003E7	-1.21804217854491448E1
1.03700000000000014E7	-1.21413394418784071E1
1.03799999999999981E7	-1.21022295193234308E1
1.03900000000000015E7	-1.20630919094815381E1
1.04000000000000004E7	-1.20239265048391974E1
1.04099999999999993E7	-1.19847331987014094E1
1.04200000000000004E7	-1.19455118852170727E1
1.04299999999999993E7	-1.19062624594078414E1
1.04400000000000004E7	-1.18669848171968217E1
1.04499999999999993E7	-1.18276788554380285E1
1.04599999999999982E7	-1.17883444719460906E1
1.04700000000000015E7	-1.17489815655279162E1
1.04800000000000004E7	-1.17095900360128180E1
1.04899999999999993E7	-1.16701697842869723E1
1.05000000000000004E7	-1.16307207123241341E1
1.05099999999999993E7	-1.15912427232209514E1
1.05200000000000005E7	-1.15517357212321281E1
1.05299999999999994E7	-1.15121996118040126E1
1.05400000000000005E7	-1.14726343016131604E1
1.05500000000000016E7	-1.14330396986018368E1
1.05599999999999983E7	-1.13934157120165103E1
1.05699999999999994E7	-1.13537622524481119E1
1.05800000000000005E7	-1.13140792318693673E1
1.05899999999999994E7	-1.12743665636777779E1
1.06000000000000005E7	-1.12346241627372279E1
1.06099999999999994E7	-1.11948519454187090E1
1.06200000000000006E7	-1.11550498296464018E1
1.06299999999999994E7	-1.11152177349411119E1
1.06400000000000006E7	-1.10753555824668215E1
1.06499999999999995E7	-1.10354632950759202E1
1.06600000000000006E7	-1.09955407973591690E1
1.06699999999999995E7	-1.09555880156931673E1
1.06800000000000006E7	-1.09156048782914605E1
1.06900000000000017E7	-1.08755913152545114E1
1.06999999999999984E7	-1.08355472586236434E1
1.07099999999999995E7	-1.07954726424332481E1
1.07200000000000006E7	-1.07553674027670398E1
1.07299999999999995E7	-1.07152314778124702E1
1.07400000000000007E7	-1.06750648079197941E1
1.07499999999999996E7	-1.06348673356594503E1
1.07600000000000007E7	-1.05946390058819007E1
1.07699999999999996E7	-1.05543797657807992E1
1.07799999999999985E7	-1.05140895649532728E1
1.07900000000000018E7	-1.04737683554650474E1
1.08000000000000007E7	-1.04334160919169228E1
1.08099999999999996E7	-1.03930327315102988E1
1.08200000000000007E7	-1.03526182341155515E1
1.08299999999999996E7	-1.03121725623439864E1
1.08400000000000007E7	-1.02716956816172944E1
1.08499999999999996E7	-1.02311875602416569E1
1.08599999999999985E7	-1.01906481694823015E1
1.08700000000000019E7	-1.01500774836403806E1
1.08799999999999986E7	-1.01094754801304143E1
1.08899999999999997E7	-1.00688421395601102E1
1.09000000000000008E7	-1.00281774458130601E1
1.09099999999999997E7	-9.98748138613023784E0
1.09200000000000008E7	-9.94675395119644357E0
1.09299999999999997E7	-9.90599513522766095E0
1.09400000000000008E7	-9.86520493605914162E0
1.09499999999999997E7	-9.82438335523595718E0
1.09599999999999986E7	-9.78353039810794378E0
1.09699999999999998E7	-9.74264607392095883E0
1.09800000000000009E7	-9.70173039591800723E0
1.09899999999999998E7	-9.66078338143435467E0
1.10000000000000009E7	-9.61980505200197555E0
1.10099999999999998E7	-9.57879543344992967E0
1.10199999999999987E7	-9.53775455601197919E0
1.10299999999999998E7	-9.49668245443350933E0
1.10400000000000009E7	-9.45557916808144228E0
1.10499999999999998E7	-9.41444474105694873E0
1.10599999999999987E7	-9.37327922231053634E0
1.10699999999999998E7	-9.33208266575791257E0
1.10800000000000010E7	-9.29085513040132938E0
1.10899999999999999E7	-9.24959668045109851E0
1.10999999999999988E7	-9.20830738545027216E0
1.11099999999999999E7	-9.16698732040210906E0
1.11200000000000010E7	-9.12563656590034356E0
1.11299999999999999E7	-9.08425520826097355E0
1.11400000000000010E7	-9.04284333965950893E0
1.11499999999999999E7	-9.00140105826847048E0
1.11600000000000010E7	-8.95992846839811818E0
1.11699999999999999E7	-8.91842568064091878E0
1.11799999999999988E7	-8.87689281201885549E0
1.11900000000000022E7	-8.83532998613385701E0
1.11999999999999988E7	-8.79373733332000107E0
1.12100000000000000E7	-8.75211499080007727E0
1.12200000000000011E7	-8.71046310284663328E0
1.12300000000000000E7	-8.66878182094188787E0
1.12400000000000011E7	-8.62707130394645993E0
1.12500000000000000E7	-8.58533171826626962E0
1.12599999999999989E7	-8.54356323802766049E0
1.12700000000000000E7	-8.50176604525150736E0
1.12799999999999989E7	-8.45994033003421464E0
1.12900000000000000E7	-8.41808629073064552E0
1.13000000000000012E7	-8.37620413414108711E0
1.13099999999999978E7	-8.33429407570102398E0
1.13200000000000012E7	-8.29235633967703123E0
1.13300000000000001E7	-8.25039115936265688E0
1.13399999999999990E7	-8.20839877728298006E0
1.13500000000000001E7	-8.16637944539834670E0
1.13599999999999990E7	-8.12433342531512181E0
1.13700000000000001E7	-8.08226098849963925E0
1.13799999999999990E7	-8.04016241649571839E0
1.13900000000000001E7	-7.99803800114738284E0
1.14000000000000012E7	-7.95588804482418688E0
1.14100000000000001E7	-7.91371286065266322E0
1.14199999999999990E7	-7.87151277275095218E0
1.14300000000000002E7	-7.82928811646790734E0
1.14400000000000013E7	-7.78703923862636138E0
1.14500000000000002E7	-7.74476649777251147E0
1.14599999999999991E7	-7.70247026442777916E0
1.14700000000000002E7	-7.66015092134562359E0
1.14800000000000013E7	-7.61780886377527189E0
1.14900000000000002E7	-7.57544449972566891E0
1.14999999999999991E7	-7.53305825024031073E0
1.15100000000000002E7	-7.49065054967008059E0
1.15199999999999991E7	-7.44822184595701309E0
1.15300000000000002E7	-7.40577260091875544E0
1.15400000000000014E7	-7.36330329054046384E0
1.15500000000000003E7	-7.32081440526965110E0
1.15599999999999992E7	-7.27830645031890189E0
1.15700000000000003E7	-7.23577994596992990E0
1.15799999999999992E7	-7.19323542788775416E0
1.15900000000000003E7	-7.15067344743328093E0
1.15999999999999992E7	-7.10809457198836370E0
1.16100000000000003E7	-7.06549938528110211E0
1.16200000000000014E7	-7.02288848771854646E0
1.16299999999999981E7	-6.98026249672261656E0
1.16400000000000015E7	-6.93762204707609964E0
1.16500000000000004E7	-6.89496779126761083E0
1.16599999999999993E7	-6.85230039984684680E0
1.16700000000000004E7	-6.80962056178263175E0
1.16799999999999993E7	-6.76692898482899530E0
1.16900000000000004E7	-6.72422639589268822E0
1.16999999999999993E7	-6.68151354140859777E0
1.17099999999999982E7	-6.63879118772257826E0
1.17200000000000015E7	-6.59606012147473475E0
1.17300000000000004E7	-6.55332114999169679E0
1.17399999999999993E7	-6.51057510168489362E0
1.17500000000000004E7	-6.46782282644975393E0
1.17599999999999993E7	-6.42506519607564908E0
1.17700000000000005E7	-6.38230310465726447E0
1.17799999999999994E7	-6.33953746901297333E0
1.17900000000000005E7	-6.29676922910846493E0
1.18000000000000016E7	-6.25399934848377015E0
1.18099999999999983E7	-6.21122881468923360E0
1.18199999999999994E7	-6.16845863972005670E0
1.18300000000000005E7	-6.12568986046404618E0
1.18399999999999994E7	-6.08292353914709061E0
1.18500000000000005E7	-6.04016076378645472E0
1.18599999999999994E7	-5.99740264864974293E0
1.18700000000000006E7	-5.95465033471571914E0
1.18799999999999994E7	-5.91190499014111026E0
1.18900000000000006E7	-5.86916781073321481E0
1.18999999999999995E7	-5.82644002042244757E0
1.19100000000000006E7	-5.78372287174281574E0
1.19199999999999995E7	-5.74101764631478595E0
1.19300000000000006E7	-5.69832565533030433E0
1.19400000000000017E7	-5.65564824004384814E0
1.19499999999999984E7	-5.61298677226580089E0
1.19599999999999995E7	-5.57034265485706914E0
1.19700000000000006E7	-5.52771732222814638E0
1.19799999999999995E7	-5.48511224084054128E0
1.19900000000000007E7	-5.44252890970992365E0
1.19999999999999996E7	-5.39996886091227513E0
1.20100000000000007E7	-5.35743366008837096E0
1.20199999999999996E7	-5.31492490695467978E0
1.20299999999999985E7	-5.27244423581069199E0
1.20400000000000018E7	-5.22999331604899531E0
1.20500000000000007E7	-5.18757385266393811E0
1.20599999999999996E7	-5.14518758676405774E0
1.20700000000000007E7	-5.10283629607756950E0
1.20799999999999996E7	-5.06052179546276193E0
1.20900000000000007E7	-5.01824593741209490E0
1.20999999999999996E7	-4.97601061255990995E0
1.21099999999999985E7	-4.93381775017938828E0
1.21200000000000019E7	-4.89166931868572608E0
1.21299999999999986E7	-4.84956732612759289E0
1.21399999999999997E7	-4.80751382068143673E0
1.21500000000000008E7	-4.76551089113340609E0
1.21599999999999997E7	-4.72356066736338853E0
1.21700000000000008E7	-4.68166532081817444E0
1.21799999999999997E7	-4.63982706497800024E0
1.21900000000000008E7	-4.59804815581855131E0
1.21999999999999997E7	-4.55633089226082522E0
1.22099999999999986E7	-4.51467761661649281E0
1.22199999999999998E7	-4.47309071501887345E0
1.22300000000000009E7	-4.43157261784519907E0
1.22399999999999998E7	-4.39012580012917475E0
1.22500000000000009E7	-4.34875278195846438E0
1.22599999999999998E7	-4.30745612886022400E0
1.22699999999999987E7	-4.26623845217182751E0
1.22799999999999998E7	-4.22510240939763104E0
1.22900000000000009E7	-4.18405070454708561E0
1.22999999999999998E7	-4.14308608845824455E0
1.23099999999999987E7	-4.10221135910315393E0
1.23199999999999998E7	-4.06142936186901249E0
1.23300000000000010E7	-4.02074298982660672E0
1.23399999999999999E7	-3.98015518397064882E0
1.23499999999999988E7	-3.93966893343991087E0
1.23599999999999999E7	-3.89928727571408507E0
1.23700000000000010E7	-3.85901329678396454E0
1.23799999999999999E7	-3.81885013129489526E0
1.23900000000000010E7	-3.77880096266475407E0
1.23999999999999999E7	-3.73886902317033920E0
1.24100000000000010E7	-3.69905759400515599E0
1.24199999999999999E7	-3.65937000530387868E0
1.24299999999999988E7	-3.61980963613533602E0
1.24400000000000022E7	-3.58037991446011405E0
1.24499999999999988E7	-3.54108431705254700E0
1.24600000000000000E7	-3.50192636938487611E0
1.24700000000000011E7	-3.46290964547438085E0
1.24800000000000000E7	-3.42403776768689383E0
1.24900000000000011E7	-3.38531440650410032E0
1.25000000000000000E7	-3.34674328024168055E0
1.25099999999999989E7	-3.30832815472651109E0
1.25200000000000000E7	-3.27007284292826395E0
1.25299999999999989E7	-3.23198120454250581E0
1.25400000000000000E7	-3.19405714552249886E0
1.25500000000000012E7	-3.15630461756577896E0
1.25599999999999978E7	-3.11872761754441408E0
1.25700000000000012E7	-3.08133018688410543E0
1.25800000000000001E7	-3.04411641088879792E0
1.25899999999999990E7	-3.00709041800791654E0
1.26000000000000001E7	-2.97025637904775497E0
1.26099999999999990E7	-2.93361850632267318E0
1.26200000000000001E7	-2.89718105274871096E0
1.26299999999999990E7	-2.86094831087317658E0
1.26400000000000001E7	-2.82492461184294097E0
1.26500000000000012E7	-2.78911432431117712E0
1.26600000000000001E7	-2.75352185327520038E0
1.26699999999999990E7	-2.71815163885339706E0
1.26800000000000002E7	-2.68300815499181144E0
1.26900000000000013E7	-2.64809590810565210E0
1.27000000000000002E7	-2.61341943565023183E0
1.27099999999999991E7	-2.57898330462652803E0
1.27200000000000002E7	-2.54479211001255390E0
1.27300000000000013E7	-2.51085047312822551E0
1.27400000000000002E7	-2.47716303992663045E0
1.27499999999999991E7	-2.44373447921850007E0
1.27600000000000002E7	-2.41056948081976508E0
1.27699999999999991E7	-2.37767275363341568E0
1.27800000000000002E7	-2.34504902365686707E0
1.27900000000000014E7	-2.31270303191901894E0
1.28000000000000003E7	-2.28063953234610217E0
1.28099999999999992E7	-2.24886328955964299E0
1.28199999999999981E7	-2.21737907660146183E0
1.28300000000000014E7	-2.18619167259087188E0
1.28400000000000003E7	-2.15530586031446525E0
1.28499999999999992E7	-2.12472642374880882E0
1.28600000000000003E7	-2.09445814551691445E0
1.28699999999999992E7	-2.06450580427851094E0
1.28800000000000003E7	-2.03487417206248145E0
1.28900000000000015E7	-2.00556801153228115E0
1.29000000000000004E7	-1.97659207319631958E0
1.29099999999999993E7	-1.94795109255983334E0
1.29199999999999982E7	-1.91964978722140134E0
1.29300000000000015E7	-1.89169285391893194E0
1.29400000000000004E7	-1.86408496552408232E0
1.29499999999999993E7	-1.83683076799071410E0
1.29599999999999982E7	-1.80993487726048574E0
1.29699999999999993E7	-1.78340187612621714E0
1.29800000000000004E7	-1.75723631105857603E0
1.29899999999999993E7	-1.73144268900136078E0
1.30000000000000004E7	-1.70602547413283756E0
1.30099999999999993E7	-1.68098908460445973E0
1.30200000000000005E7	-1.65633788925683700E0
1.30300000000000016E7	-1.63207620431755429E0
1.30400000000000005E7	-1.60820829008675670E0
1.30500000000000016E7	-1.58473834761230226E0
1.30599999999999983E7	-1.56167051536395363E0
1.30699999999999994E7	-1.53900886590445651E0
1.30800000000000027E7	-1.51675740257026703E0
1.30899999999999994E7	-1.49492005616083068E0
1.31000000000000005E7	-1.47350068164399306E0
1.31099999999999994E7	-1.45250305488354181E0
1.31199999999999983E7	-1.43193086939206005E0
1.31300000000000017E7	-1.41178773311644079E0
1.31400000000000006E7	-1.39207716526154313E0
1.31499999999999995E7	-1.37280259315423736E0
1.31600000000000006E7	-1.35396734915743799E0
1.31699999999999973E7	-1.33557466763848565E0
1.31800000000000006E7	-1.31762768199444036E0
1.31900000000000017E7	-1.30012942174373003E0
1.31999999999999984E7	-1.28308280968818389E0
1.32099999999999995E7	-1.26649065914892978E0
1.32199999999999984E7	-1.25035567128410730E0
1.32299999999999995E7	-1.23468043249211146E0
1.32400000000000007E7	-1.21946741190613461E0
1.32499999999999996E7	-1.20471895898395820E0
1.32600000000000007E7	-1.19043730119863289E0
1.32699999999999996E7	-1.17662454183596021E0
1.32800000000000007E7	-1.16328265789897767E0
1.32900000000000018E7	-1.15041349812997140E0
1.33000000000000007E7	-1.13801878114766586E0
1.33099999999999996E7	-1.12610009370894693E0
1.33199999999999985E7	-1.11465888909544586E0
1.33300000000000018E7	-1.10369648562837952E0
1.33400000000000007E7	-1.09321406531842324E0
1.33499999999999996E7	-1.08321267264778154E0
1.33599999999999985E7	-1.07369321349222346E0
1.33699999999999997E7	-1.06465645418269728E0
1.33800000000000008E7	-1.05610302070901985E0
1.33899999999999997E7	-1.04803339806766216E0
1.34000000000000008E7	-1.04044792975529310E0
1.34099999999999997E7	-1.03334681740804957E0
1.34199999999999986E7	-1.02673012058896229E0
1.34300000000000019E7	-1.02059775672225173E0
1.34400000000000008E7	-1.01494950117640115E0
1.34499999999999997E7	-1.00978498749443779E0
1.34599999999999986E7	-1.00510370777094149E0
1.34699999999999998E7	-1.00090501317684377E0
1.34800000000000009E7	-9.97188114627574684E-1
1.34899999999999998E7	-9.93952083597076985E-1
1.35000000000000009E7	-9.91195853071863020E-1
1.35099999999999998E7	-9.88918218646118952E-1
1.35199999999999987E7	-9.87117839754547077E-1
1.35300000000000020E7	-9.85793241039037049E-1
1.35400000000000009E7	-9.84942813848736343E-1
1.35499999999999998E7	-9.84564817867670783E-1
1.35599999999999987E7	-9.84657382868603648E-1
1.35699999999999976E7	-9.85218510588246055E-1
1.35800000000000010E7	-9.86246076720155784E-1
1.35899999999999999E7	-9.87737833021523315E-1
1.35999999999999988E7	-9.89691409529077504E-1
1.36099999999999999E7	-9.92104316880001491E-1
1.36199999999999988E7	-9.94973948732753044E-1
1.36299999999999999E7	-9.98297584283230499E-1
1.36400000000000010E7	-1.00207239087161737E0
1.36499999999999999E7	-1.00629542667371186E0
1.36600000000000010E7	-1.01096364347316414E0
1.36699999999999977E7	-1.01607388950799105E0
1.36800000000000010E7	-1.02162291238597591E0
1.36900000000000022E7	-1.02760736206547021E0
1.36999999999999988E7	-1.03402379389295285E0
1.37100000000000000E7	-1.04086867169507524E0
1.37199999999999989E7	-1.04813837091742634E0
1.37300000000000000E7	-1.05582918180555296E0
1.37400000000000011E7	-1.06393731262298141E0
1.37500000000000000E7	-1.07245889289976160E0
1.37599999999999989E7	-1.08138997670745463E0
1.37700000000000000E7	-1.09072654595433560E0
1.37800000000000011E7	-1.10046451369598031E0
1.37900000000000000E7	-1.11059972745577706E0
1.38000000000000012E7	-1.12112797255169627E0
1.38099999999999978E7	-1.13204497542145055E0
1.38199999999999990E7	-1.14334640694456069E0
1.38300000000000023E7	-1.15502788575463211E0
1.38399999999999990E7	-1.16708498153816187E0
1.38500000000000001E7	-1.17951321831422962E0
1.38599999999999990E7	-1.19230807769373293E0
1.38700000000000001E7	-1.20546500211003305E0
1.38800000000000012E7	-1.21897939802061717E0
1.38900000000000001E7	-1.23284663907465109E0
1.39000000000000012E7	-1.24706206924222651E0
1.39100000000000001E7	-1.26162100590346826E0
1.39199999999999990E7	-1.27651874289277178E0
1.39300000000000024E7	-1.29175055349672796E0
1.39400000000000013E7	-1.30731169340093634E0
1.39500000000000002E7	-1.32319740358527982E0
1.39599999999999991E7	-1.33940291316379279E0
1.39699999999999980E7	-1.35592344216676786E0
1.39800000000000013E7	-1.37275420426385408E0
1.39900000000000002E7	-1.38989040942639308E0
1.39999999999999991E7	-1.40732726652512130E0
1.40100000000000002E7	-1.42505998586524241E0
1.40199999999999991E7	-1.44308378165409734E0
1.40300000000000002E7	-1.46139387440211244E0
1.40400000000000014E7	-1.47998549325599749E0
1.40500000000000003E7	-1.49885387826222960E0
1.40599999999999992E7	-1.51799428256093072E0
1.40699999999999981E7	-1.53740197450968674E0
1.40800000000000014E7	-1.55707223973589381E0
1.40900000000000003E7	-1.57700038311912460E0
1.40999999999999992E7	-1.59718173070088532E0
1.41100000000000003E7	-1.61761163152432252E0
1.41199999999999992E7	-1.63828545940198667E0
1.41300000000000003E7	-1.65919861461343210E0
1.41400000000000015E7	-1.68034652553158526E0
1.41500000000000004E7	-1.70172465017933794E0
1.41599999999999993E7	-1.72332847771640818E0
1.41699999999999982E7	-1.74515352985739902E0
1.41800000000000015E7	-1.76719536222183082E0
1.41900000000000004E7	-1.78944956561633850E0
1.41999999999999993E7	-1.81191176725085668E0
1.42099999999999982E7	-1.83457763188890732E0
1.42199999999999993E7	-1.85744286293365479E0
1.42300000000000004E7	-1.88050320345049782E0
1.42399999999999993E7	-1.90375443712740111E0
1.42500000000000004E7	-1.92719238917420066E0
1.42599999999999993E7	-1.95081292716252741E0
1.42700000000000005E7	-1.97461196180582998E0
1.42800000000000016E7	-1.99858544768432544E0
1.42900000000000005E7	-2.02272938391228063E0
1.43000000000000016E7	-2.04703981475196173E0
1.43099999999999983E7	-2.07151283017397070E0
1.43199999999999994E7	-2.09614456636619906E0
1.43300000000000027E7	-2.12093120619259823E0
1.43399999999999994E7	-2.14586897960315870E0
1.43500000000000005E7	-2.17095416399667052E0
1.43599999999999994E7	-2.19618308453752231E0
1.43699999999999983E7	-2.22155211442850753E0
1.43800000000000017E7	-2.24705767514031951E0
1.43900000000000006E7	-2.27269623660002074E0
1.43999999999999995E7	-2.29846431733907997E0
1.44100000000000006E7	-2.32435848460328653E0
1.44199999999999973E7	-2.35037535442559875E0
1.44300000000000006E7	-2.37651159166275505E0
1.44400000000000017E7	-2.40276390999817657E0
1.44499999999999984E7	-2.42912907191183081E0
1.44599999999999995E7	-2.45560388861834022E0
1.44699999999999984E7	-2.48218521997497987E0
1.44799999999999995E7	-2.50886997436096948E0
1.44900000000000007E7	-2.53565510852917875E0
1.44999999999999996E7	-2.56253762743126456E0
1.45100000000000007E7	-2.58951458401783707E0
1.45199999999999996E7	-2.61658307901528886E0
1.45300000000000007E7	-2.64374026067887868E0
1.45400000000000018E7	-2.67098332452600751E0
1.45500000000000007E7	-2.69830951304724387E0
1.45599999999999996E7	-2.72571611539968073E0
1.45699999999999985E7	-2.75320046708153310E0
1.45800000000000018E7	-2.78075994958952633E0
1.45900000000000007E7	-2.80839199006048146E0
1.45999999999999996E7	-2.83609406089793525E0
1.46099999999999985E7	-2.86386367938421493E0
1.46199999999999997E7	-2.89169840728003491E0
1.46300000000000008E7	-2.91959585041111636E0
1.46399999999999997E7	-2.94755365824404425E0
1.46500000000000008E7	-2.97556952345111769E0
1.46599999999999997E7	-3.00364118146602399E0
1.46699999999999986E7	-3.03176641003007630E0
1.46800000000000019E7	-3.05994302873070323E0
1.46900000000000008E7	-3.08816889853217091E0
1.46999999999999997E7	-3.11644192130021036E0
1.47099999999999986E7	-3.14476003931959847E0
1.47199999999999998E7	-3.17312123480772534E0
1.47300000000000009E7	-3.20152352942205187E0
1.47399999999999998E7	-3.22996498376472152E0
1.47500000000000009E7	-3.25844369688239777E0
1.47599999999999998E7	-3.28695780576404983E0
1.47699999999999987E7	-3.31550548483602059E0
1.47800000000000020E7	-3.34408494545452362E0
1.47900000000000009E7	-3.37269443539780989E0
1.47999999999999998E7	-3.40133223835631338E0
1.48099999999999987E7	-3.42999667342263459E0
1.48199999999999976E7	-3.45868609458132870E0
1.48300000000000010E7	-3.48739889019904226E0
1.48399999999999999E7	-3.51613348251517976E0
1.48499999999999988E7	-3.54488832713332647E0
1.48599999999999999E7	-3.57366191251443333E0
1.48699999999999988E7	-3.60245275947124455E0
1.48799999999999999E7	-3.63125942066508944E0
1.48900000000000010E7	-3.66008048010435516E0
1.48999999999999999E7	-3.68891455264599477E0
1.49100000000000010E7	-3.71776028349966881E0
1.49199999999999977E7	-3.74661634773454333E0
1.49300000000000010E7	-3.77548144978972200E0
1.49400000000000022E7	-3.80435432298804255E0
1.49499999999999988E7	-3.83323372905331183E0
1.49600000000000000E7	-3.86211845763166428E0
1.49699999999999989E7	-3.89100732581672570E0
1.49800000000000000E7	-3.91989917767858254E0
1.49900000000000011E7	-3.94879288379803484E0
1.50000000000000000E7	-3.97768734080429187E0
1.50099999999999989E7	-4.00658147091749228E0
1.50200000000000000E7	-4.03547422149635260E0
1.50300000000000011E7	-4.06436456459015005E0
1.50400000000000000E7	-4.09325149649546738E0
1.50500000000000012E7	-4.12213403731829597E0
